,Unnamed: 0,Title,Status,Interventions,Gender,Age,Phases,Enrollment,Start.Date,Completion.Date,Last.Update.Posted,Locations,URL,MapCountry,Drugonly,Month,Completion.Year,day_of_week
3767,3768,COVID-19 and SARS-CoV-2 Detection in Saliva,Enrolling by invitation,Diagnostic Test: RT-PCR,All,"18 Years and older   (Adult, Older Adult)",,300.0,"May 21, 2020",2020-12-30,"August 25, 2020","Ambry Genetics, Aliso Viejo, California, United States",https://ClinicalTrials.gov/show/NCT04517682,United States,,12.0,2020,Wednesday
3768,3769,Mobile Phone Based Intervention to Protect Mental Health in Healthcare Workers at Frontline Against COVID19,Completed,Behavioral: Intervention App,All,"18 Years and older   (Adult, Older Adult)",Phase 3,560.0,"May 5, 2020",2020-08-24,"September 10, 2020","Ignacio Ricci-Cabello, Palma De Mallorca, Balearic Islands, Spain",https://ClinicalTrials.gov/show/NCT04393818,Spain,,8.0,2020,Monday
3769,3770,"""COVID-19 and Diabetes Outcomes""","Active, not recruiting",Other: no interventional study,All,"Child, Adult, Older Adult",,5309.0,"March 10, 2020",2020-12-31,"November 4, 2020","CHU Nantes, Nantes, France",https://ClinicalTrials.gov/show/NCT04324736,France,,12.0,2020,Thursday
3770,3771,The Provider Insurance Revenue Study in Healthcare Providers in the United States of America,Recruiting,Other: Online questionnaire and interviews,All,"Child, Adult, Older Adult",,100.0,"October 1, 2020",2021-10-15,"October 19, 2020","University of California Irvine Beall Applied Innovation, Irvine, California, United States",https://ClinicalTrials.gov/show/NCT04587245,United States,,10.0,2021,Friday
3771,3772,Covid-19 and Vitamin D in Nursing-home,Completed,,All,70 Years and older   (Older Adult),,96.0,"March 15, 2020",2020-05-15,"June 17, 2020","Angers University Hospital, Angers, France",https://ClinicalTrials.gov/show/NCT04435119,France,,5.0,2020,Friday
3772,3773,Covid-19 Triage Using Camera-based AI,Completed,Device: RIA-device (Remote Investigation and Assessment),All,"18 Years and older   (Adult, Older Adult)",,214.0,"June 15, 2020",2020-10-08,"December 1, 2020","Östra Sjukhuset, Gothenburg, Sweden",https://ClinicalTrials.gov/show/NCT04383457,Sweden,,10.0,2020,Thursday
3773,3774,Feasibility of a Telematics Pre-operative Assessment in a Bariatric Surgery During Covid-19,Recruiting,,All,"18 Years to 65 Years   (Adult, Older Adult)",,20.0,"June 1, 2020",2020-07-31,"July 24, 2020","Gianfranco Silecchia, Latina, Italy",https://ClinicalTrials.gov/show/NCT04486417,Italy,,7.0,2020,Friday
3774,3775,Autism Spectrum Disorder or Attention Deficit Hyperactivity Disorder in Covid-19 Outbreak,Recruiting,Other: Interview by psychologists,All,6 Years to 17 Years   (Child),Not Applicable,40.0,"May 5, 2020",2021-01-01,"June 4, 2020","University hospital of Toulouse, Toulouse, Occitanie, France|Centre Hospitalier de Versailles, Le Chesnay, France|Centre Hospitalier Esquirol, Limoges, France|Hôpital Robert-Debré (AP-HP), Paris, France|Maison de Solenn (Hôpital Cochin AP-HP), Paris, France",https://ClinicalTrials.gov/show/NCT04416360,France,,1.0,2021,Friday
3775,3776,Finding Wellness in the Pandemic,Recruiting,Behavioral: Trauma Informed Yoga|Behavioral: Trauma Informed Psychotherapy,Female,"18 Years to 75 Years   (Adult, Older Adult)",Not Applicable,200.0,"November 1, 2020",2021-04-30,"November 10, 2020","University of Lethbridge, Lethbridge, Alberta, Canada",https://ClinicalTrials.gov/show/NCT04615741,Canada,,4.0,2021,Friday
3776,3777,Hospital Registry of Acute Myocarditis: Evolution of the Proportion of Positive SARS-COV-2 (COVID19) Cases,Recruiting,Diagnostic Test: Performing routine care (clinical and paraclinical tests)|Diagnostic Test: Examinations for the research:,All,"Child, Adult, Older Adult",,400.0,"April 15, 2020",2021-10-15,"November 23, 2020","Cardiology, Aix-en-Provence, France|Reanimation, Amiens, France|Cardiology, Angers, France|Reanimation, Angers, France|Cardiology, Avignon, France|Cardiology, Bordeaux, France|Pediatric cardiology, Bordeaux, France|Reanimation, Bordeaux, France|Cardiology, Brest, France|Cardiology, Caen, France|Pediatric Cardiology, Caen, France|Cardiology, Clermont-Ferrand, France|Pediatric cardilogy, Clermont-Ferrand, France|Reanimation, Clermont-Ferrand, France|Pediatric cardiology, Dijon, France|Cardiology, Grenoble, France|Pediatric cardiology, Grenoble, France|Reanimation, Grenoble, France|Cardiology, Lille, France|Pediatric cardiology, Lille, France|Pediatric cardiology, Limoges, France|Cardiology, Lyon, France|Pediatric cardiology, Lyon, France|Cardiology, Marseille, France|Pediatric cardiology, Marseille, France|Cardiology, Metz, France|Cardiology, Montpellier, France|Millénaire Clinical - Cardiology, Montpellier, France|Pediatric cardiology, Montpellier, France|Reanimation, Montpellier, France|Cardiology, Nancy, France|Cardiology, Nancy, France|Pediatric cardiology, Nancy, France|Cardiology, Nantes, France|Pediatric cardiology, Nantes, France|Cardiology, Nice, France|Pediatric cardiology, Nice, France|Cardiology, Nîmes, France|Cardiology, Henri Mondor Hospital, Paris, France|Cardiology, Paris, France|Cardiology, Paris, France|Henri Mondor Hospital Reanimation, Paris, France|Marie Lannelongue Hospital - Pediatric Cardiology, Paris, France|Marie Lannelongue Hospital Cardiology, Paris, France|Reanimation, Paris, France|Reanimation, Paris, France|Robert Debré Hospital - Pediatric cardiology, Paris, France|Saint Antoine Hospital - Cardiology, Paris, France|Cardiology, Poitiers, France|Reanimation, Poitiers, France|Pediatric cardiology, Reims, France|Cardiology, Rennes, France|Pediatric reanimation, Rennes, France|Cardiology, Rouen, France|Pediatric cardiology, Rouen, France|Pédiatric cardiology, Strasbourg, France|Reanimation, Strasbourg, France|CHU de TOULOUSE, Toulouse, France|Croix du Sud Clinical, Toulouse, France|Pasteur Clinical - Cardiology, Toulouse, France|Pasteur Clinical - Pediatric cardiology, Toulouse, France|Pediatric Cardiology, Toulouse, France|Cardiolgy, Tours, France|Pediatric Cardiology, Tours, France|Cardiology, Valenciennes, France|Cardiology, Martinique, Martinique|Cardiology, Mamoudzou, Mayotte|Pédiatric cardiology, Réunion, Réunion",https://ClinicalTrials.gov/show/NCT04375748,France,,10.0,2021,Friday
3777,3778,Nursing Perspective on Burnout and Medical Errors in the Intensive Care Unit During Covid-19 Pandemic,Not yet recruiting,Diagnostic Test: Questionnaire,All,"18 Years and older   (Adult, Older Adult)",,145.0,"May 1, 2020",2020-06-30,"May 5, 2020",,https://ClinicalTrials.gov/show/NCT04371302,Undefined,,6.0,2020,Tuesday
3778,3779,Asymptomatic COVID-19 Infection Among Healthcare Workers,Completed,Diagnostic Test: Serum SARs COV 2 IGg screening in health care workers,All,25 Years to 60 Years   (Adult),,500.0,"May 1, 2020",2020-06-10,"June 17, 2020","Cairo University Hospital, Cairo, Egypt",https://ClinicalTrials.gov/show/NCT04354792,Egypt,,6.0,2020,Wednesday
3779,3780,"Epidemiological Study of the Covid-19 Presto Test - The ""COVIDOR"" Study",Recruiting,Diagnostic Test: Covid-19 presto test,All,"18 Years to 65 Years   (Adult, Older Adult)",,5000.0,"August 24, 2020",2021-03-24,"December 9, 2020","Unité de Recherche PARADICT-O - Service de Médecine - Orléans Métropole, Orléans, France|Unité de Recherche PARADICT-O - Service de Médecine - Orléans Métropole, Orléans, France",https://ClinicalTrials.gov/show/NCT04387968,France,,3.0,2021,Wednesday
3780,3781,Effectiveness of a Novel Respirator With Chitosan Nanoparticles,Not yet recruiting,Device: VESTA respirator|Device: Conventional N95 respirator,All,20 Years to 59 Years   (Adult),Not Applicable,1000.0,"November 30, 2020",2021-07-31,"October 5, 2020",,https://ClinicalTrials.gov/show/NCT04490200,Undefined,,7.0,2021,Saturday
3781,3782,Eculizumab (Soliris) in Covid-19 Infected Patients,Available,Drug: Eculizumab,All,"18 Years and older   (Adult, Older Adult)",,,,,"March 30, 2020",,https://ClinicalTrials.gov/show/NCT04288713,Undefined,Eculizumab,,n,
3782,3783,NK Cells Treatment for COVID-19,Recruiting,Biological: NK Cells,All,"18 Years to 65 Years   (Adult, Older Adult)",Phase 1,30.0,"February 15, 2020",2020-12-30,"April 14, 2020","The First Affiliated Hospital of Xinxiang Medical University, Xinxiang, Henan, China",https://ClinicalTrials.gov/show/NCT04280224,China,,12.0,2020,Wednesday
3783,3784,COVID-19 - Multicenter Study on Nosocomial Transmission of SARS-CoV-2 Virus,Recruiting,Other: nosocomial infection/hospital acquired infection,All,"Child, Adult, Older Adult",,300.0,"March 9, 2020",2020-12-31,"November 3, 2020","Service Hygiène, Epidémiologie et Prévention, Lyon, France|Service Hygiène, Epidémiologie et Prévention, Lyon, France",https://ClinicalTrials.gov/show/NCT04290780,France,,12.0,2020,Thursday
3784,3785,Exploring Interventions for Glue Ear During Covid-19,Not yet recruiting,Device: Bone conduction headphones,All,3 Years to 11 Years   (Child),Not Applicable,20.0,"June 22, 2020",2021-06-01,"June 11, 2020","Peacock Children's centre. Brookfields Hospital, Cambridge, Cambridgeshire, United Kingdom",https://ClinicalTrials.gov/show/NCT04427631,United Kingdom,,6.0,2021,Tuesday
3785,3786,Multicentric Study of Coronavirus Disease 2019 (COVID-2019) in Solid Organ Transplant Recipients,Recruiting,,All,"16 Years and older   (Child, Adult, Older Adult)",,50.0,"March 12, 2020",2021-04-01,"July 8, 2020","Hospital Universitario Virgen del Rocio, Seville, Spain",https://ClinicalTrials.gov/show/NCT04319172,Spain,,4.0,2021,Thursday
3786,3787,COVID-19 Treatment of Severe Acute Respiratory Syndrome With Veru-111,Recruiting,Drug: Veru-111,All,"18 Years and older   (Adult, Older Adult)",Phase 2,40.0,"June 18, 2020",2021-01-18,"December 3, 2020","HonorHealth, Scottsdale, Arizona, United States|Methodist Hospital, Saint Louis Park, Minnesota, United States|Regions Hospital, Saint Paul, Minnesota, United States|WC-CRCN at North Vista Hospital, Las Vegas, Nevada, United States|Inspira Medical Center, Vineland, New Jersey, United States|Memorial Hermann Memorial City Hospital, Houston, Texas, United States",https://ClinicalTrials.gov/show/NCT04388826,Jersey,Veru-111,1.0,2021,Monday
3787,3788,Antimalarial and Covid 19 in Rheumatoid Arthritis,Completed,Drug: Hydroxychloroquine,All,"20 Years to 70 Years   (Adult, Older Adult)",,60.0,"March 15, 2020",2020-05-01,"May 15, 2020","Manal Hassanien, Assiut, Yes, Egypt",https://ClinicalTrials.gov/show/NCT04389320,Egypt,Hydroxychloroquine,5.0,2020,Friday
3788,3789,Biomarkers for Identification of COVID-19 Infection,Recruiting,Diagnostic Test: Biomarkers expression,All,"14 Years to 75 Years   (Child, Adult, Older Adult)",,110.0,"March 24, 2020",2020-12-30,"September 16, 2020","Luca Gallelli, Catanzaro, Italy",https://ClinicalTrials.gov/show/NCT04322513,Italy,,12.0,2020,Wednesday
3789,3790,COVID-19 - Multicentre Study on Nosocomial Transmission of SARS-CoV-2 Virus: an Ancillary Study (NOSO-COR IMMUNO),Recruiting,"Other: Collection of blood, salivary and nasopharyngeal samples.",All,"18 Years and older   (Adult, Older Adult)",Not Applicable,200.0,"November 23, 2020",2021-11-01,"December 11, 2020","hopital Edouard Herriot, Lyon, France",https://ClinicalTrials.gov/show/NCT04637867,France,,11.0,2021,Monday
3790,3791,"COVID-19 Patients Characterization, Biobank, Treatment Response and Outcome Predictor",Recruiting,Other: Observational Study,All,"18 Years and older   (Adult, Older Adult)",,1000.0,"March 19, 2020",2022-03-19,"June 19, 2020","Autoimmunity and Vascular Inflammation Unit, Division of Regenerative Medicine, Stem Cells and Gene Therapy - IRCCS San Raffaele Scientific Institute, Milan, Lombardy, Italy|AIDS Immunopathogenesis Unit - IRCCS San Raffaele Scientific Institute, Milan, Lombardy, Italy|Department of Infection Diseases - IRCCS San Raffaele Scientific Institute -, Milan, Lombardy, Italy|Department of Internal Medicine - IRCCS San Raffaele Scientific Institute, Milan, Lombardy, Italy|Diabetes Research Institute -IRCCS San Raffaele Scientific Istitute, Milan, Lombardy, Italy|Division of Immunology, Transplantation and Infectious Diseases - IRCCS San Raffaele Scientific Institute, Milan, Lombardy, Italy|Division of Research of Regenerative Medicine, Cell and Gene Therapy - IRCCS San Raffaele Scientific Istitute, Milan, Lombardy, Italy|Laboratory of Microbiology and Virology - IRCCS San Raffaele Scientific Institute, Milan, Lombardy, Italy|Nephrology Unit - IRCCS San Raffaele Scientific Institute, Milan, Lombardy, Italy|Strategic Program in Nephrology and Dialysis - IRCCS San Raffaele Scientific Institute, Milan, Lombardy, Italy|Viral pathogens and biosafety Unit - IRCCS San Raffaele Scietific Institute, Milan, Lombardy, Italy|Unit of Immunology, Rheumatology, Allergy and Rare Diseases - IRCCS San Raffaele Scientific Institute, Milan, Lombardy, Italy|Università Vita-Salute San Raffaele, Milano, Mi, Italy",https://ClinicalTrials.gov/show/NCT04318366,Italy,,3.0,2022,Saturday
3791,3792,Pharmacy Education During Covid-19 Outbreak,Not yet recruiting,,All,"16 Years to 40 Years   (Child, Adult)",,100.0,November 2020,2021-09-01,"July 22, 2020","Damanhour university, Beheira, Damanhour, Egypt",https://ClinicalTrials.gov/show/NCT04409951,Egypt,,9.0,2021,Wednesday
3792,3793,Use of Angiotensin-(1-7) in COVID-19,Recruiting,Drug: Angiotensin-(1-7)|Drug: Placebo,All,"17 Years to 81 Years   (Child, Adult, Older Adult)",Phase 1|Phase 2,130.0,"August 5, 2020",2021-02-28,"November 23, 2020","Hospital Eduardo de Menezes, Belo Horizonte, Minas Gerais, Brazil|Hospital Mater Dei, Belo Horizonte, Minas Gerais, Brazil",https://ClinicalTrials.gov/show/NCT04633772,Brazil,Angiotensin-(1-7)|Placebo,2.0,2021,Sunday
3793,3794,Effect of COVID19-related COntainment in ChildreN,Recruiting,Other: cries 13 questionnaire,All,8 Years to 15 Years   (Child),,1000.0,"June 10, 2020",2020-11-30,"November 4, 2020","UHToulouse, Toulouse, France",https://ClinicalTrials.gov/show/NCT04615195,France,,11.0,2020,Monday
3794,3795,Anosmia Rehabilitation in Patients Post Coronavirus Disease (COVID 19),Withdrawn,Other: Olfactory retraining|Drug: corticosteroid nasal irrigation|Other: smell household Items|Other: Nasal Irrigation,All,"18 Years and older   (Adult, Older Adult)",Phase 4,0.0,"January 10, 2021",2022-03-10,"August 27, 2020","St. Joseph's Health Care, London, Ontario, Canada",https://ClinicalTrials.gov/show/NCT04374474,Canada,corticosteroid nasal irrigation,3.0,2022,Thursday
3795,3796,Knowledge About Covid-19 Infection in Pregnant Women,Recruiting,Other: labs,Female,18 Years to 42 Years   (Adult),,30.0,"June 1, 2020",2020-08-20,"July 21, 2020","Aljazeera( Al Gazeera) hospital, Giza, Egypt",https://ClinicalTrials.gov/show/NCT04423692,Egypt,,8.0,2020,Thursday
3796,3797,Covid-19 Lockdown and Deviant Sexual Fantasies,Recruiting,Behavioral: Questionnaire for evaluation of confinement on deviant sexual fantasies,All,"18 Years and older   (Adult, Older Adult)",,100.0,"June 18, 2020",2020-10-30,"July 7, 2020","Uhmontpellier, Montpellier, France",https://ClinicalTrials.gov/show/NCT04448405,France,,10.0,2020,Friday
3797,3798,Covid -19 Pandemic: Economic Burden on Patients Operated for Traumatic Close Fractures,Completed,,All,"Child, Adult, Older Adult",,840.0,"March 16, 2020",2020-05-31,"July 22, 2020","Aga Khan University Hospital, Karachi, Sindh, Pakistan",https://ClinicalTrials.gov/show/NCT04482205,Pakistan,,5.0,2020,Sunday
3798,3799,Spironolactone in Covid-19 Induced ARDS,Not yet recruiting,Drug: Spironolactone 100mg|Drug: Placebo oral tablet,All,"18 Years and older   (Adult, Older Adult)",Phase 4,60.0,"April 21, 2020",2020-10-21,"April 15, 2020","Istanbul University-Cerrahpaşa, Istanbul, Turkey",https://ClinicalTrials.gov/show/NCT04345887,Turkey,Spironolactone 100mg|Placebo oral tablet,10.0,2020,Wednesday
3799,3800,Non-contact Endoscopy at Covid-19 Outbreak,Completed,Device: Non-contact MCE system,All,"18 Years to 80 Years   (Adult, Older Adult)",Not Applicable,5.0,"March 16, 2020",2020-04-09,"April 17, 2020","Changhai Hospital, Shanghai, China",https://ClinicalTrials.gov/show/NCT04320953,China,,4.0,2020,Thursday
3800,3801,COVID 19 Viral Clearance Among the Infected Healthcare Workers In Assiut University Hospitals,Not yet recruiting,,All,18 Years to 50 Years   (Adult),,31.0,June 2020,2021-06-01,"June 4, 2020",,https://ClinicalTrials.gov/show/NCT04409574,Undefined,,6.0,2021,Tuesday
3801,3802,Social Media and Covid19 Pandemic,Enrolling by invitation,Behavioral: survey,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,212.0,"May 1, 2020",2020-05-08,"May 7, 2020","Bahar Yuksel, Istanbul, Turkey|Haseki Training and Research Hospital, Istanbul, Turkey",https://ClinicalTrials.gov/show/NCT04378738,Turkey,,5.0,2020,Friday
3802,3803,Characteristics in Post Covid-19 Patients,Recruiting,Other: Exercise,All,"18 Years to 80 Years   (Adult, Older Adult)",Not Applicable,20.0,"August 11, 2020",2021-12-31,"August 17, 2020","Universidade do Estado do Pará, Belém, Pará, Brazil",https://ClinicalTrials.gov/show/NCT04514705,Brazil,,12.0,2021,Friday
3803,3804,Psychological Impairment Due to Covid-19,Not yet recruiting,Other: No intervention,All,"Child, Adult, Older Adult",,100.0,"May 6, 2020",2020-05-30,"April 29, 2020",,https://ClinicalTrials.gov/show/NCT04368312,Undefined,,5.0,2020,Saturday
3804,3805,COVID-19 Vaccine (ChAdOx1 nCoV-19) Trial in South African Adults With and Without HIV-infection,"Active, not recruiting",Biological: ChAdOx1 nCoV-19|Biological: Normal saline 0.9%,All,"18 Years to 65 Years   (Adult, Older Adult)",Phase 1|Phase 2,2130.0,"June 24, 2020",2021-12-01,"November 27, 2020","PHRU Kliptown, Johannesburg, Gauteng, South Africa|Soweto Clinical Trials Centre, Johannesburg, Gauteng, South Africa|Wits RHI Shandukani Research Centre, Johannesburg, Gauteng, South Africa|Setshaba Research Centre (SRC), Soshanguve, Gauteng, South Africa|Chris Hani Baragwanath Academic Hospital - DST/NRF VPD RMPRU, Soweto, Gauteng, South Africa|FAMCRU, Cape Town, Western Cape, South Africa|Groote Schuur hospital, Lung infection and immunity unit, UCT, Cape Town, Western Cape, South Africa",https://ClinicalTrials.gov/show/NCT04444674,South Africa,,12.0,2021,Wednesday
3805,3806,The Seniors COvid-19 Pandemic and Exercise Study,Completed,Behavioral: Virtual Group Intervention|Behavioral: Personal Exercise Intervention,All,65 Years and older   (Older Adult),Not Applicable,241.0,"May 23, 2020",2020-10-05,"November 3, 2020","University of British Columbia, Vancouver, British Columbia, Canada",https://ClinicalTrials.gov/show/NCT04412343,Canada,,10.0,2020,Monday
3806,3807,CoViD-19 Patient in Reims University Hospital in March to April 2020,Recruiting,Biological: serology,All,"Child, Adult, Older Adult",,499.0,"September 25, 2020",2022-09-01,"October 5, 2020","Chu Reims, Reims, France",https://ClinicalTrials.gov/show/NCT04553575,France,,9.0,2022,Thursday
3807,3808,Acute Respiratory Failure and COVID-19 in Real Life,Recruiting,Other: standard operating procedures,All,"18 Years and older   (Adult, Older Adult)",,50.0,"March 19, 2020",2020-12-31,"May 13, 2020","Luigi Sacco University Hospital, Milan, Lombardia, Italy",https://ClinicalTrials.gov/show/NCT04307459,Italy,,12.0,2020,Thursday
3808,3809,Sexual Function During COVID 19 Pandemic,Completed,Other: Electronic questionnaire,All,18 Years to 40 Years   (Adult),,306.0,"June 1, 2020",2020-09-15,"October 6, 2020","Ahmed Abbas, Assiut, Cairo, Egypt|Assiut Faculty of Medicine, Assiut, Egypt",https://ClinicalTrials.gov/show/NCT04395885,Egypt,,9.0,2020,Tuesday
3809,3810,Hemodynamic Characteristics of Patients With SARS-CoV-2,Recruiting,Device: Transpulmonary thermodilution|Device: Echocardiography,All,"Child, Adult, Older Adult",,200.0,"March 13, 2020",2021-04-01,"July 9, 2020","Bicetre Hospital, Paris, Val-de-Marne, France",https://ClinicalTrials.gov/show/NCT04337983,France,,4.0,2021,Thursday
3810,3811,Regional COVID Epidemiology in England (RECEDE),Not yet recruiting,Other: No intervention,All,"18 Years to 110 Years   (Adult, Older Adult)",,5000.0,"November 1, 2020",2021-10-31,"October 8, 2020",,https://ClinicalTrials.gov/show/NCT04579562,Undefined,,10.0,2021,Sunday
3811,3812,Study of the Incidence of SARS-CoV-2 Infection (COVID-19),Recruiting,Other: blood sampling,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,1000.0,"July 28, 2020",2025-12-31,"October 19, 2020","University Nice Hospital, Nice, France",https://ClinicalTrials.gov/show/NCT04429594,France,,12.0,2025,Wednesday
3812,3813,Parental Stress After the Covid-19 Pandemic,Not yet recruiting,,All,"18 Years and older   (Adult, Older Adult)",,1440.0,"June 22, 2020",2020-07-13,"June 24, 2020",,https://ClinicalTrials.gov/show/NCT04442308,Undefined,,7.0,2020,Monday
3813,3814,Role of Children in Transmission of COVID-19 to Immunocompromised Patients,Recruiting,,All,"Child, Adult, Older Adult",,300.0,"May 27, 2020",2023-05-28,"July 23, 2020","University of California at Los Angeles, Los Angeles, California, United States",https://ClinicalTrials.gov/show/NCT04407546,United States,,5.0,2023,Sunday
3814,3815,"Physiotherapy as a Complimentary Treatment in Reducing Viral-Load, Complications, Death, Expedite Discharge and Improve Quality of Life, Exercise Endurance and Capacity in Stroke Survivors With CoViD-19: A Clinical-Controlled Study",Not yet recruiting,Other: Rehabilitation exercise protocol,All,"18 Years to 120 Years   (Adult, Older Adult)",Not Applicable,30.0,"July 13, 2020",2021-12-31,"July 15, 2020",,https://ClinicalTrials.gov/show/NCT04471831,Undefined,,12.0,2021,Friday
3815,3816,Covid-19 and Prevention of Malnutrition After Confinement by Dentists,Recruiting,,All,"18 Years and older   (Adult, Older Adult)",,100.0,"May 11, 2020",2021-05-11,"May 13, 2020","University Nice Hospital, Nice, France",https://ClinicalTrials.gov/show/NCT04386460,France,,5.0,2021,Tuesday
3816,3817,Outcomes in Hospitalized Older Patients With COVID-19,Completed,,All,65 Years and older   (Older Adult),,230.0,"March 13, 2020",2020-04-14,"May 12, 2020","Department of Rehabilitation and Geriatrics, Geneva, Switzerland",https://ClinicalTrials.gov/show/NCT04385212,Switzerland,,4.0,2020,Tuesday
3817,3818,Etiology of Lymphopenia in Covid19 Infection,Not yet recruiting,"Diagnostic Test: Complete blood picture, bone marrow aspiration cytology",All,"Child, Adult, Older Adult",,90.0,June 2020,2021-12-01,"May 27, 2020",,https://ClinicalTrials.gov/show/NCT04404608,Undefined,,12.0,2021,Wednesday
3818,3819,Influence of the COvid-19 Epidemic on STRESS,Not yet recruiting,,All,"Child, Adult, Older Adult",,50000.0,"March 11, 2020",2022-03-01,"March 13, 2020","University Hospital, Clermont-Ferrand, Clermont-Ferrand, France",https://ClinicalTrials.gov/show/NCT04308187,France,,3.0,2022,Tuesday
3819,3820,Student-delivered Telehealth Program for COVID-19 Education and Health Promotion,Recruiting,Behavioral: Telehealth coaching sessions,All,65 Years and older   (Older Adult),Not Applicable,75.0,"July 28, 2020",2021-07-31,"July 31, 2020","University of British Columbia, Vancouver, British Columbia, Canada",https://ClinicalTrials.gov/show/NCT04492527,Canada,,7.0,2021,Saturday
3820,3821,Technology-enabled Collaborative Care for Diabetes Management During COVID-19,Not yet recruiting,Behavioral: Intervention for TECC Model,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,30.0,"November 30, 2020",2021-03-31,"October 29, 2020",,https://ClinicalTrials.gov/show/NCT04607915,Undefined,,3.0,2021,Wednesday
3821,3822,Convalescent Plasma to Stem Coronavirus (CSSC-001),Recruiting,Biological: Anti- SARS-CoV-2 Plasma|Biological: SARS-CoV-2 non-immune Plasma,All,"18 Years and older   (Adult, Older Adult)",Phase 2,500.0,"June 10, 2020",2023-01-01,"November 9, 2020","University of Alabama at Birmingham, Birmingham, Alabama, United States|Center for American Indian Health - Chinle Office, Chinle, Arizona, United States|University of Arizona, Phoenix, Tucson, Arizona, United States|University of Arizona, Tuscon, Tucson, Arizona, United States|Center for American Indian Health - Whiteriver Office, Whiteriver, Arizona, United States|University of California, San Diego, La Jolla, California, United States|University of California, Los Angeles, Los Angeles, California, United States|University of California, Irvine Health, Orange, California, United States|University of California, Davis, Sacramento, California, United States|Western Connecticut Health Network, Danbury Hospital, Danbury, Connecticut, United States|Western Connecticut Health Netowrk, Norwalk Hospital, Norwalk, Connecticut, United States|MedStar Georgetown University Hospital, Washington, District of Columbia, United States|University of Miami, Coral Gables, Florida, United States|Lee Memorial Health System, Fort Myers, Florida, United States|University of Miami Clinical Translational Research Site, Miami, Florida, United States|NorthShore University HealthSystem, Evanston, Illinois, United States|Tulane University, New Orleans, Louisiana, United States|Anne Arundel Medical Center, Annapolis, Maryland, United States|The Johns Hopkins University, Baltimore, Maryland, United States|University of Massachusetts Worcester, Worcester, Massachusetts, United States|Wayne State University, Detroit, Michigan, United States|University of New Mexico Health Sciences Center, Albuquerque, New Mexico, United States|Center for American Indian Health - Gallup Office, Gallup, New Mexico, United States|Center for American Indian Health - Shiprock Office, Shiprock, New Mexico, United States|Vassar Brothers Medical Center, Poughkeepsie, New York, United States|University of Rochester, Rochester, New York, United States|University of Cincinnati Medical Center, Cincinnati, Ohio, United States|Lifespan/BrownUniversity (Rhode Island Hospital), Providence, Rhode Island, United States|Methodist Dallas Medical Center, Dallas, Texas, United States|Baylor College of Medicine, Houston, Texas, United States|University of Texas Health Science Center at Houston, Houston, Texas, United States|The University of Utah, Salt Lake City, Utah, United States",https://ClinicalTrials.gov/show/NCT04323800,India,,1.0,2023,Sunday
3822,3823,Viral Excretion in Contact Subjects at High/Moderate Risk of Coronavirus 2019-nCoV Infection. COVID-19.,Recruiting,Biological: 2019-nCoV PCR,All,"Child, Adult, Older Adult",,345.0,"February 4, 2020",2021-02-04,"May 22, 2020","Service de maladies infectieuses et tropicales Hôpital Jean Minjoz CHRU Besançon, Besançon, France|Service des Maladies infectieuses et tropicales, Pôle Spécialités médicales, CHU Pellegrin, Bordeaux, France|Service des maladies infectieuses Hôpital Gabriel Montpied CHU de Clermont Ferrand, Clermont-Ferrand, France|Centre d'investigation clinique 1432 Hôpital François Mitterrand CHU Bourgogne, Dijon, France|Centre d'investigation clinique 1406 CHU Grenoble, Grenoble, France|Centre d'Investigation Clinique 1403 -CHU Lille, Lille, France|Centre Investigation Clinique 1433 CHRU de NANCY, Nancy, France|Centre d'investigation clinique Infectiologie Hôtel-Dieu CHU Nantes, Nantes, France|Centre d'Investigation Clinique Hôpital Saint Louis, Paris, France|Centre d'investigation Clinique 1425, Hôpital Bichat Claude Bernard, Paris, France|Centre Investigation Clinique 1417 Hôpital Cochin Bâtiment Lavoisier, Paris, France|Centre d'investigation clinique 1414 Service de Pharmacologie clinique CHU Rennes Hôpital Pontchaillou, Rennes, France|Centre Hospitalier Félix Guyon Ile de la Réunion CHU nord, Saint Denis, France|Centre d'Investigation Clinique Ile de la Réunion CHU sud, Saint-Pierre, France|Département maladie infectieux CHU Saint Etienne, Saint-Étienne, France|Centre Investigation Clinique 1415 CHRU Tours - Hôpital Bretonneau, Tours, France|Service de Maladies infectieuses et tropicales Centre hospitalier, Cayenne, French Guiana",https://ClinicalTrials.gov/show/NCT04259892,France,,2.0,2021,Thursday
3823,3824,Escin in Patients With Covid-19 Infection,Recruiting,Drug: Escin|Drug: standard therapy,All,"18 Years to 75 Years   (Adult, Older Adult)",Phase 2|Phase 3,120.0,"March 23, 2020",2020-12-30,"September 16, 2020","Luca Gallelli, Catanzaro, Italy",https://ClinicalTrials.gov/show/NCT04322344,Italy,Escin|standard therapy,12.0,2020,Wednesday
