,Unnamed: 0,Title,Status,Interventions,Gender,Age,Phases,Enrollment,Start Date,Completion Date,Locations,URL
1706,1706,Conestat Alfa in the Prevention of Severe SARS-CoV-2 Infection in Hospitalized Patients With COVID-19,Recruiting,Drug: Conestat alfa,All,"18 Years to 85 Years   (Adult, Older Adult)",Phase 2,120.0,"August 6, 2020",July 2021,Switzerland,https://ClinicalTrials.gov/show/NCT04414631
1707,1707,Remote COVID-19 Symptom Tracking for Cancer Patients at Home During the Pandemic,Enrolling by invitation,Other: SCH Intervention,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,300.0,"April 21, 2020","May 31, 2021",United States,https://ClinicalTrials.gov/show/NCT04464486
1708,1708,Reducing Food Insecurity During COVID-19,Not yet recruiting,Other: Produce prescription program|Other: Grocery store gift cards,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,250.0,January 2021,October 2022,United States,https://ClinicalTrials.gov/show/NCT04652596
1709,1709,CRISOL Contigo: a Multi-level Intervention to Reduce the Disproportionate Toll of COVID-19 Among Latino Communities in Philadelphia.,Not yet recruiting,Other: Community popular opinion leader (POL) based intervention,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,800.0,"January 6, 2021","October 31, 2021",United States,https://ClinicalTrials.gov/show/NCT04646616
1710,1710,Experimental Trial of rhIFNα Nasal Drops to Prevent 2019-nCOV in Medical Staff,Recruiting,Drug: recombinant human interferon Alpha-1b|Drug: thymosin alpha 1,All,"18 Years to 65 Years   (Adult, Older Adult)",Phase 3,2944.0,"January 21, 2020",June 2020,China,https://ClinicalTrials.gov/show/NCT04320238
1711,1711,Protective Effect of Aspirin on COVID-19 Patients,Enrolling by invitation,Drug: Aspirin 100mg,All,"18 Years to 85 Years   (Adult, Older Adult)",Phase 2|Phase 3,128.0,"February 10, 2020",June 2020,China,https://ClinicalTrials.gov/show/NCT04365309
1712,1712,Evaluation of the Scleroderma Patient-centered Intervention Network COVID-19 Home-isolation Activities Together Program,Completed,Other: SPIN-CHAT Program,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,172.0,"April 9, 2020","July 24, 2020",Canada,https://ClinicalTrials.gov/show/NCT04335279
1713,1713,LDCT in COVID-19 Pneumonia: a Prospective Moscow Study,Completed,Diagnostic Test: Low-dose Chest CT,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,230.0,"April 25, 2020","May 22, 2020",Russian Federation,https://ClinicalTrials.gov/show/NCT04379531
1714,1714,3D Telemedicine During COVID-19: Non-clinical Validation,Not yet recruiting,Other: 3D Telemedicine|Other: 2D Telemedicine,All,"16 Years to 75 Years   (Child, Adult, Older Adult)",Not Applicable,40.0,"July 31, 2020","January 31, 2021",United Kingdom,https://ClinicalTrials.gov/show/NCT04444297
1715,1715,Treating COVID-19 With a Bidirectional Oxygenation Valve,Recruiting,Device: bidirectional oxygenation mouthpiece,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,30.0,"March 27, 2020","March 27, 2021",Georgia,https://ClinicalTrials.gov/show/NCT04326452
1716,1716,Inhaled Ibuprofen to Treat COVID-19,Recruiting,Drug: Inhaled Hypertonic ibuprofen,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,40.0,"May 1, 2020",January 2021,Argentina,https://ClinicalTrials.gov/show/NCT04382768
1717,1717,SafeFit Trial: Virtual Clinics to Deliver Universal Interventions in People With Cancer,Recruiting,Other: Exercise|Behavioral: Psychological and Behaviour Change Support|Other: Nutrition,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,1100.0,"May 29, 2020","November 30, 2022",United Kingdom,https://ClinicalTrials.gov/show/NCT04425616
1718,1718,NO Prevention of COVID-19 for Healthcare Providers,Recruiting,Drug: Inhaled nitric oxide gas,All,"18 Years to 99 Years   (Adult, Older Adult)",Phase 2,470.0,"April 7, 2020","April 7, 2022",United States,https://ClinicalTrials.gov/show/NCT04312243
1719,1719,Enhanced Platelet Inhibition in Critically Ill Patients With COVID-19,Completed,Drug: Tirofiban Injection|Drug: Clopidogrel|Drug: Acetylsalicylic acid|Drug: Fondaparinux,All,"18 Years and older   (Adult, Older Adult)",Phase 2,5.0,"April 6, 2020","April 23, 2020",Italy,https://ClinicalTrials.gov/show/NCT04368377
1720,1720,UVA Light Device to Treat COVID-19,Recruiting,Device: UV Light Treatment,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,5.0,"October 30, 2020",December 2020,United States,https://ClinicalTrials.gov/show/NCT04572399
1721,1721,Viral Specific T-cells for Treatment of COVID-19,Not yet recruiting,Biological: Viral Specific T-cells (VSTs),All,"Child, Adult, Older Adult",Phase 2,100.0,January 2021,June 2025,United States,https://ClinicalTrials.gov/show/NCT04406064
1722,1722,Morbi-mortality by COVID-19 Among Homeless People in Marseille: a Cohort Study,Recruiting,Biological: Blood sample,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,2000.0,"May 28, 2020","January 27, 2021",France,https://ClinicalTrials.gov/show/NCT04408131
1723,1723,Can the Prediction Market Improve Predictions of COVID-19?,Completed,Other: Prediction Market,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,560.0,"May 15, 2020","May 17, 2020",Singapore,https://ClinicalTrials.gov/show/NCT04410692
1724,1724,Handling Oxygenation Targets in COVID-19,Recruiting,Drug: Oxygen,All,"18 Years and older   (Adult, Older Adult)",Phase 4,780.0,"August 25, 2020","March 1, 2024",Denmark,https://ClinicalTrials.gov/show/NCT04425031
1725,1725,Blood Donor Recruitment During Epidemic of COVID-19,Completed,Other: Questionnaire with precaution information|Other: Experimental: Questionnaire without precaution information,All,18 Years to 60 Years   (Adult),Not Applicable,19491.0,"March 13, 2020","April 3, 2020",China,https://ClinicalTrials.gov/show/NCT04306055
1726,1726,Phase III DAS181 Lower Tract PIV Infection in Immunocompromised Subjects (Substudy: DAS181 for COVID-19): RCT Study,Recruiting,Drug: DAS181|Drug: Placebo|Drug: DAS181 COVID-19|Drug: DAS181 OL,All,"Child, Adult, Older Adult",Phase 3,250.0,"May 23, 2019","December 28, 2021",Australia,https://ClinicalTrials.gov/show/NCT03808922
1727,1727,Impact of COVID-19 on Mental Health of Patients With Skin Picking,Enrolling by invitation,Behavioral: Internet-based Cognitive Behavioral Therapy|Other: Quality of life promotion,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,20.0,"August 11, 2020",March 2021,Brazil,https://ClinicalTrials.gov/show/NCT04522492
1728,1728,Use of RDS MultiSense® in Post-ICU Patients in the COVID-19 Era,Not yet recruiting,Other: Remote Automated Monitoring System,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,60.0,January 2021,June 2022,France,https://ClinicalTrials.gov/show/NCT04661423
1729,1729,BIO 300 Oral Suspension in Discharged COVID-19 Patients,Recruiting,Drug: BIO 300 Oral Suspension|Drug: Placebo,All,"18 Years and older   (Adult, Older Adult)",Phase 2,66.0,"November 11, 2020",May 2022,United States,https://ClinicalTrials.gov/show/NCT04482595
1730,1730,IMATINIB IN COVID-19 DISEASE IN AGED PATIENTS.,Not yet recruiting,Drug: Experimental drug,All,70 Years and older   (Older Adult),Phase 2,99.0,"September 1, 2020","December 1, 2021",France,https://ClinicalTrials.gov/show/NCT04357613
1731,1731,"REmotely Monitored, Mobile Health Supported High Intensity Interval Training for Survivors of COVID-19",Not yet recruiting,"Behavioral: REmotely Monitored, Mhealth (REMM) supported High Intensity Interval Training (HIIT)",All,"18 Years and older   (Adult, Older Adult)",Not Applicable,30.0,"January 1, 2021","February 1, 2023",United States,https://ClinicalTrials.gov/show/NCT04664101
1732,1732,Recruit Blood Donors Via SMS During Epidemic of COVID-19,Completed,Behavioral: blood donation SMS,All,18 Years to 60 Years   (Adult),Not Applicable,456517.0,"April 30, 2020","May 10, 2020",China,https://ClinicalTrials.gov/show/NCT04370886
1733,1733,Meditation and Kundalini Yoga for Heightened Anxiety Related to COVID-19,Recruiting,Behavioral: Anxiety Reduction Training|Behavioral: Kundalini Yoga and Anxiety Reduction Training|Behavioral: Meditation and Anxiety Reduction Training,All,"18 Years to 70 Years   (Adult, Older Adult)",Not Applicable,360.0,"May 25, 2020","January 30, 2022",United States,https://ClinicalTrials.gov/show/NCT04386291
1734,1734,An Approach to Screening for COVID-19 at Vancouver Airport,Recruiting,Diagnostic Test: Rapid Antigen Test,All,"19 Years to 80 Years   (Adult, Older Adult)",Not Applicable,900.0,"November 23, 2020","April 30, 2021",Canada,https://ClinicalTrials.gov/show/NCT04665193
1735,1735,Impact of Colchicine in Hospitalized Colombian Patients With COVID-19,Not yet recruiting,Drug: Colchicine 0.5 MG|Combination Product: CONTROL GROUP,All,"18 Years and older   (Adult, Older Adult)",Phase 3,128.0,"November 30, 2020",March 2021,Colombia,https://ClinicalTrials.gov/show/NCT04539873
1736,1736,Effects of Fuzheng Huayu Tablets on COVID-19,Completed,Drug: Fuzheng Huayu tablet,All,"18 Years to 65 Years   (Adult, Older Adult)",Phase 4,66.0,"February 1, 2020","April 15, 2020",China,https://ClinicalTrials.gov/show/NCT04645407
1737,1737,Improving Activity Engagement Among Persons With SCI During COVID-19,Not yet recruiting,Other: WebEx Physical Activity Program,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,50.0,"September 15, 2020","October 31, 2021",Canada,https://ClinicalTrials.gov/show/NCT04408287
1738,1738,"A Study to Evaluate the Safety, Reactogenicity and Immunogenicity of Vaccine CVnCoV in Healthy Adults",Recruiting,Biological: CVnCoV Vaccine|Drug: Placebo,All,18 Years to 60 Years   (Adult),Phase 1,284.0,"June 18, 2020",October 2021,Belgium,https://ClinicalTrials.gov/show/NCT04449276
1739,1739,Hydroxychloroquine to Prevent COVID-19 Disease Amongst Healthcare Workers,Not yet recruiting,Drug: Apo-Hydroxychloroquine|Drug: Matched Placebo,All,"18 Years and older   (Adult, Older Adult)",Phase 3,1100.0,"May 1, 2020","August 30, 2020",Canada,https://ClinicalTrials.gov/show/NCT04371523
1740,1740,"Study Assessing the Safety, Tolerability, Pharmacokinetics, and Immunogenicity of Repeated Subcutaneous Doses of Anti-Spike (S) SARS-CoV-2 Monoclonal Antibodies (REGN10933+REGN10987) in Adult Volunteers as Related to COVID-19","Active, not recruiting",Drug: REGN10933+REGN10987|Drug: Placebo,All,"18 Years to 90 Years   (Adult, Older Adult)",Phase 1,974.0,"July 26, 2020","October 25, 2021",United States,https://ClinicalTrials.gov/show/NCT04519437
1741,1741,Psychological Symptoms and Families of COVID-19 Patients,Recruiting,Behavioral: Written Summary of Rounds,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,100.0,"September 14, 2020","September 15, 2021",United States,https://ClinicalTrials.gov/show/NCT04501445
1742,1742,Hydroxychloroquine in Outpatient Adults With COVID-19,Terminated,Drug: Hydroxychloroquine SAR321068|Drug: Placebo,All,"18 Years to 80 Years   (Adult, Older Adult)",Phase 1,8.0,"April 12, 2020","May 26, 2020",Belgium,https://ClinicalTrials.gov/show/NCT04333654
1743,1743,Virtual Mindfulness Rounds in the Time of COVID-19 Pandemic,Not yet recruiting,Other: Mindfulness Rounds,All,"18 Years to 65 Years   (Adult, Older Adult)",Not Applicable,30.0,January 2021,June 2022,United States,https://ClinicalTrials.gov/show/NCT04431297
1744,1744,Effects of COVID-19 Lockdown in Exercising Early Postmenopausal Women,Completed,Other: HIT-exercise|Other: Sham intervention,Female,48 Years to 60 Years   (Adult),Not Applicable,21.0,"March 14, 2020","October 30, 2020",Germany,https://ClinicalTrials.gov/show/NCT04420806
1745,1745,External Dead Space in Ventilated COVID-19 Patients,Recruiting,Other: Removal of dead space filter,All,"Child, Adult, Older Adult",Not Applicable,40.0,"June 9, 2020","November 7, 2020",Sweden,https://ClinicalTrials.gov/show/NCT04424082
1746,1746,Medical Masks vs N95 Respirators for COVID-19,Recruiting,Device: Medical Mask|Device: N95 respirator,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,576.0,"April 1, 2020","April 1, 2021",Canada,https://ClinicalTrials.gov/show/NCT04296643
1747,1747,Comparative Study of Hydroxychloroquine and Ivermectin in COVID-19 Prophylaxis,Recruiting,Drug: Hydroxychloroquine|Drug: Ivermectin,All,"18 Years to 70 Years   (Adult, Older Adult)",Not Applicable,400.0,"July 20, 2020",April 2021,Brazil,https://ClinicalTrials.gov/show/NCT04384458
1748,1748,Prevention of Coronavirus Disease (COVID-19) Outbreaks With Nitazoxanide,Recruiting,Drug: Nitazoxanide 500Mg Oral Tablet,All,"18 Years to 80 Years   (Adult, Older Adult)",Phase 4,150.0,"May 21, 2020","December 31, 2020",Mexico,https://ClinicalTrials.gov/show/NCT04406246
1749,1749,COVID 19 : Seroprevalence Study of Anti SRAS-CoV-2 Antibodies in GHT Employees in Haute Bretagne (AntiCoV-HB),Recruiting,Diagnostic Test: NG test|Diagnostic Test: Blood test|Behavioral: Self-questionnary,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,13000.0,"May 29, 2020","October 10, 2020",France,https://ClinicalTrials.gov/show/NCT04416308
1750,1750,Impact Nerium Oleander on Symptoms and Mortality: A Feasibility Study,Enrolling by invitation,Other: Proprietary extract of Nerium oleander,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,100.0,"May 20, 2020","September 1, 2020",United States,https://ClinicalTrials.gov/show/NCT04486144
1751,1751,Intravascular Access in Suspected/Confirmed COVID-19 Patient,"Active, not recruiting",Device: NIO® (Intraosseous access)|Device: Standard of Care (Intravenous access),All,"18 Years and older   (Adult, Older Adult)",Not Applicable,60.0,"April 14, 2020","May 20, 2020",Poland,https://ClinicalTrials.gov/show/NCT04366947
1752,1752,ASD (Autism Spectrum Disorder) Telehealth for Distress Related to COVID-19,Recruiting,Behavioral: Emotional Support Plan|Behavioral: Daily Monitoring,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,80.0,"August 12, 2020","March 31, 2021",Jersey,https://ClinicalTrials.gov/show/NCT04460677
1753,1753,Impact on Anxiety and Motivation of COVID-19 and Predictors of Individual Responses,Recruiting,Behavioral: Computer task questionnaires,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,3000.0,"December 16, 2020","February 28, 2021",United States,https://ClinicalTrials.gov/show/NCT04377100
1754,1754,Recruit Blood Donors Via SMS During Epidemic of COVID-19 （Repeat Trial）,Enrolling by invitation,Behavioral: blood donation SMS,All,18 Years to 60 Years   (Adult),Not Applicable,506517.0,"May 31, 2020","June 12, 2020",China,https://ClinicalTrials.gov/show/NCT04410458
1755,1755,"Project H-COVID: Evaluating Hyper-Brief, Online Materials During the COVID-19 Pandemic",Completed,Behavioral: Contain COVID Anxiety SSI|Behavioral: Remain COVID Free SSI,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,500.0,"August 19, 2020","October 15, 2020",United States,https://ClinicalTrials.gov/show/NCT04459455
1756,1756,MIND-VR: Virtual Reality for COVID-19 Operators' Psychological Support,Not yet recruiting,Behavioral: VR for psychoeducation and relaxation|Behavioral: Text material for psychoeducation and audio for relaxation techniques,All,"18 Years to 65 Years   (Adult, Older Adult)",Not Applicable,90.0,"November 1, 2020","November 1, 2021",Italy,https://ClinicalTrials.gov/show/NCT04611399
1757,1757,Hydroxychloroquine vs Nitazoxanide in Patients With COVID-19,Recruiting,Drug: Nitazoxanide 500 MG|Drug: Hydroxychloroquine,All,"5 Years and older   (Child, Adult, Older Adult)",Phase 4,86.0,"April 6, 2020","December 30, 2020",Mexico,https://ClinicalTrials.gov/show/NCT04341493
1758,1758,Tocilizumab for SARS-CoV2 (COVID-19) Severe Pneumonitis,"Active, not recruiting",Drug: Tocilizumab,All,"18 Years to 90 Years   (Adult, Older Adult)",Phase 2,38.0,"March 12, 2020",May 2020,Italy,https://ClinicalTrials.gov/show/NCT04315480
1759,1759,Recruit Blood Donors Via SMS During Epidemic of COVID-19 #Second Repeat Trial#,Enrolling by invitation,Behavioral: blood donation SMS,All,18 Years to 60 Years   (Adult),Not Applicable,403535.0,"June 13, 2020","June 30, 2020",China,https://ClinicalTrials.gov/show/NCT04431180
1760,1760,Reward Re-Training: A New Treatment to Address Reward Imbalance During the COVID-19 Pandemic,Recruiting,Behavioral: Reward Re-Training|Behavioral: Supportive Therapy,All,"18 Years to 65 Years   (Adult, Older Adult)",Not Applicable,60.0,"December 1, 2020","March 30, 2022",United States,https://ClinicalTrials.gov/show/NCT04661410
1761,1761,Convalescent Antibodies Infusion in Critically Ill COVID 19 Patients,Recruiting,Biological: Anti-coronavirus antibodies (immunoglobulins)obtained with DFPP from convalescent patients,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,10.0,"April 15, 2020",August 2020,Italy,https://ClinicalTrials.gov/show/NCT04346589
1762,1762,Topical Steroids and Cyclosporin-A for COVID-19 Keratoconjunctivitis,Not yet recruiting,Drug: topical steroids and cyclosporin-A,All,"Child, Adult, Older Adult",Not Applicable,12.0,"June 30, 2020",July 2020,Kuwait,https://ClinicalTrials.gov/show/NCT04451239
1763,1763,Assessment of Serological Techniques for Screening Patients Regarding COVID-19-COVID-SER,Recruiting,Diagnostic Test: Serological tests will be applied on patients blood sampling,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,550.0,"April 9, 2020","April 9, 2024",France,https://ClinicalTrials.gov/show/NCT04341142
1764,1764,Reliability of the Freestyle Libre CGM in the Inpatient Setting During the COVID-19 Surge,Recruiting,Device: Freestyle Libre 14 day CGM system|Device: Accuchek Inform II platform,All,"18 Years to 99 Years   (Adult, Older Adult)",Not Applicable,50.0,"June 12, 2020","December 31, 2020",United States,https://ClinicalTrials.gov/show/NCT04417270
1765,1765,Efficacy of Vitamin D Treatment in Mortality Reduction Due to COVID-19.,Recruiting,Drug: Vitamin D|Drug: PLACEBO,All,"Child, Adult, Older Adult",Phase 3,108.0,"November 9, 2020","November 9, 2021",Spain,https://ClinicalTrials.gov/show/NCT04621058
1766,1766,Feasibility of a Brief Trauma-informed Yoga Intervention for Anxiety During the Coronavirus Disease (COVID-19) Pandemic,Recruiting,Behavioral: Trauma-informed yoga video recording,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,200.0,"July 21, 2020",October 2020,United States,https://ClinicalTrials.gov/show/NCT04453514
1767,1767,A Clinical Trial of Nebulized Surfactant for the Treatment of Moderate to Severe COVID-19,Recruiting,Device: COVSurf Drug Delivery System|Other: Standard of Care,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,24.0,"June 18, 2020","November 16, 2021",United Kingdom,https://ClinicalTrials.gov/show/NCT04362059
1768,1768,COVID-19: Laser Interferometry for Rapid Single Coronavirus Detection,Not yet recruiting,Diagnostic Test: Novel laser inferometry test for CORONA virus,All,"18 Years to 100 Years   (Adult, Older Adult)",Not Applicable,250.0,June 2020,December 2021,United Kingdom,https://ClinicalTrials.gov/show/NCT04401644
1769,1769,Evaluation of Aerosol in a Dental Clinic,Not yet recruiting,Device: High volume evacuation (HVE)|Device: Extraoral vacuum aspirator (EVA)|Device: External evacuation device (EED)|Drug: Hydrogen Peroxide,All,"18 Years and older   (Adult, Older Adult)",Phase 4,50.0,"December 1, 2020","December 1, 2022",United States,https://ClinicalTrials.gov/show/NCT04659928
1770,1770,The Doctors for Coronavirus Prevention Project Thanksgiving Messaging Campaign,Not yet recruiting,Behavioral: Facebook Ads on the importance of staying safe during the Thanksgiving holiday,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,20000000.0,"November 14, 2020","November 26, 2021",United States,https://ClinicalTrials.gov/show/NCT04644328
1771,1771,Exploration of Feasability of Blood and Saliva Proteomic Analysis Through Harvesting by Silica Matrix (NanoDx-CoV-19),Recruiting,Device: sample of blood and saliva,All,"18 Years to 99 Years   (Adult, Older Adult)",Not Applicable,200.0,"October 15, 2020","December 31, 2021",France,https://ClinicalTrials.gov/show/NCT04597216
1772,1772,Telematic Monitoring Through a Mobile Application of Patients With COVID-19,Completed,Other: Farmalarm,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,150.0,"March 31, 2020","May 18, 2020",Spain,https://ClinicalTrials.gov/show/NCT04423289
1773,1773,A Clinical Study to Evaluate MW33 Injection,"Active, not recruiting",Combination Product: MW33 injection|Combination Product: MW33 injection placebo,All,18 Years to 45 Years   (Adult),Phase 1,42.0,"August 7, 2020",December 2020,China,https://ClinicalTrials.gov/show/NCT04533048
1774,1774,Local Tolerability and Pharmacokinetic Evaluation of Cyclops Dry Powder Hydroxychloroquine Inhalation in Healthy Volunteers,Completed,Drug: inhaled hydroxychloroquine,All,"18 Years to 65 Years   (Adult, Older Adult)",Phase 1,12.0,"September 15, 2020","November 1, 2020",Netherlands,https://ClinicalTrials.gov/show/NCT04497519
1775,1775,Intranasal Heparin Tolerability Study,"Active, not recruiting",Drug: Intranasal heparin sodium (porcine),All,"18 Years to 65 Years   (Adult, Older Adult)",Early Phase 1,6.0,"October 9, 2020",November 2020,United States,https://ClinicalTrials.gov/show/NCT04490239
1776,1776,COlchicine in Moderate-severe Hospitalized Patients Before ARDS to Treat COVID-19,Recruiting,Drug: Colchicine|Drug: Usual Care,All,"18 Years to 100 Years   (Adult, Older Adult)",Phase 2,70.0,"April 26, 2020","June 14, 2020",United States,https://ClinicalTrials.gov/show/NCT04363437
1777,1777,Access to Chiropractic Care During the COVID-19 Healthcare Emergency in Spain,Completed,Other: Chiropractic care (one visit)|Other: Chiropractic care (more than one visit),All,"14 Years and older   (Child, Adult, Older Adult)",Not Applicable,723.0,"May 2, 2020","May 27, 2020",Spain,https://ClinicalTrials.gov/show/NCT04573361
1778,1778,Early PP With HFNC Versus HFNC in COVID-19 Induced Moderate to Severe ARDS,Recruiting,Device: high flow nasal cannula (HFNC)|Procedure: Prone positioning (PP),All,"18 Years and older   (Adult, Older Adult)",Not Applicable,346.0,"April 2, 2020","December 31, 2020",United States,https://ClinicalTrials.gov/show/NCT04325906
1779,1779,Epidemiological Study of Seroprevalence Against the SARS-CoV-2 Virus (COVID-19),Completed,Biological: Anti-SARS-CoV-2 IgT seropositivity,All,"5 Years and older   (Child, Adult, Older Adult)",Not Applicable,2006.0,"June 26, 2020","July 24, 2020",France,https://ClinicalTrials.gov/show/NCT04448769
1780,1780,Zinc Versus Multivitamin Micronutrient Supplementation in the Setting of COVID-19,Enrolling by invitation,Dietary Supplement: PreserVision AREDS formulation gel tabs|Dietary Supplement: Centrum Adult (under 50) multivitamin,All,"18 Years to 90 Years   (Adult, Older Adult)",Not Applicable,4500.0,"September 28, 2020","May 14, 2021",United States,https://ClinicalTrials.gov/show/NCT04551339
1781,1781,A CBT-based Mobile Intervention as First Line Treatment for Adolescent Depression During COVID-19,Recruiting,Device: Limbix Spark|Other: Psychoeducation,All,"13 Years to 21 Years   (Child, Adult)",Not Applicable,410.0,"July 20, 2020","December 31, 2020",United States,https://ClinicalTrials.gov/show/NCT04524598
1782,1782,Enduring Happiness and Continued Self-Enhancement (ENHANCE) for COVID-19,Enrolling by invitation,Other: Enduring Happiness and Continued Self-Enhancement (ENHANCE) for COVID-19,All,"19 Years and older   (Adult, Older Adult)",Not Applicable,350.0,"October 14, 2020",December 2020,Canada,https://ClinicalTrials.gov/show/NCT04602832
1783,1783,"The Usability, Feasibility, and Tolerability of Virtual Reality for Rehabilitation From COVID-19",Recruiting,Device: Virtual Reality,All,"16 Years and older   (Child, Adult, Older Adult)",Not Applicable,40.0,"August 1, 2020","January 1, 2021",Netherlands,https://ClinicalTrials.gov/show/NCT04505761
1784,1784,ChulaCov19 mRNA Vaccine in Healthy Adults,Not yet recruiting,Biological: ChulaCov19 mRNA vaccine,All,"18 Years to 75 Years   (Adult, Older Adult)",Phase 1,96.0,January 2021,June 2021,Thailand,https://ClinicalTrials.gov/show/NCT04566276
1785,1785,Accelerated iTBS for Depressed Patients During the COVID-19 Pandemic,Recruiting,"Device: MagPro X100 Stimulator, B70 Fluid-Cooled Coil",All,"18 Years and older   (Adult, Older Adult)",Not Applicable,200.0,"May 12, 2020","November 1, 2022",Canada,https://ClinicalTrials.gov/show/NCT04384965
1786,1786,Safety and Effectiveness of Low-flow ECMO Driving by CVVH Machine in Severe NCP,Recruiting,Device: Low flow ECMO driving by CVVH machine,All,"14 Years and older   (Child, Adult, Older Adult)",Not Applicable,10.0,"February 20, 2020","October 15, 2020",China,https://ClinicalTrials.gov/show/NCT04340414
1787,1787,Renin Angiotensin System - CoronaVirus,Recruiting,Other: blood draw,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,50.0,"April 3, 2020","July 31, 2020",France,https://ClinicalTrials.gov/show/NCT04337008
1788,1788,Evaluation of Staff COVID-19 Wellbeing Centres in a Healthcare Workplace: COVID-WELL Study,Recruiting,Other: Staff Wellbeing Centres,All,"Child, Adult, Older Adult",Not Applicable,45.0,"May 25, 2020","November 30, 2020",United Kingdom,https://ClinicalTrials.gov/show/NCT04410016
1789,1789,"Pilot Study of a Brief, Scaleable Intervention for Coronavirus (COVID-19) Mental Health Sequelae in College Students",Recruiting,Behavioral: Dialectical Behavioral Therapy (DBT) Skills,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,150.0,"September 12, 2020","December 15, 2020",Jersey,https://ClinicalTrials.gov/show/NCT04558411
1790,1790,Assess and Adapt to the Impact of COVID-19 on CVD Self-Management and Prevention Care in Adults Living With HIV,Not yet recruiting,Other: EXTRA-CVD Virtual Care,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,75.0,February 2021,August 2022,United States,https://ClinicalTrials.gov/show/NCT04661813
1791,1791,Using Caring Contacts to Reduce Psychiatric Morbidity Following Hospitalization During the COVID-19 Pandemic,Recruiting,Other: Caring Contacts,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,150.0,"August 4, 2020",March 2021,Canada,https://ClinicalTrials.gov/show/NCT04456062
1792,1792,Hydroxychloroquine Versus Placebo in COVID-19 Patients at Risk for Severe Disease,Terminated,Drug: Hydroxychloroquine|Drug: Placebo,All,"18 Years and older   (Adult, Older Adult)",Phase 3,259.0,"April 1, 2020","June 18, 2020",France,https://ClinicalTrials.gov/show/NCT04325893
1793,1793,Efficacy of BCG Vaccination in the Prevention of COVID19 Via the Strengthening of Innate Immunity in Health Care Workers,Recruiting,Biological: BCG GROUP|Other: PLACEBO GROUP,All,"18 Years and older   (Adult, Older Adult)",Phase 3,1120.0,"May 20, 2020","February 20, 2021",France,https://ClinicalTrials.gov/show/NCT04384549
1794,1794,Sarilumab COVID-19,Completed,Drug: Sarilumab SAR153191|Drug: Placebo,All,"18 Years and older   (Adult, Older Adult)",Phase 3,420.0,"March 28, 2020","September 2, 2020",Argentina,https://ClinicalTrials.gov/show/NCT04327388
1795,1795,Accelerated LFR for Bipolar Patients During the COVID-19 Pandemic,Recruiting,"Device: MagPro X100 Stimulator, B70 Fluid-Cooled Coil",All,"18 Years and older   (Adult, Older Adult)",Not Applicable,50.0,"June 9, 2020",December 2022,Canada,https://ClinicalTrials.gov/show/NCT04427137
1796,1796,Rintatolimod and IFN Alpha-2b for the Treatment of Mild or Moderate COVID-19 Infection in Cancer Patients,Recruiting,Biological: Recombinant Interferon Alfa-2b|Drug: Rintatolimod,All,"18 Years and older   (Adult, Older Adult)",Phase 1|Phase 2,44.0,"September 4, 2020","September 4, 2021",United States,https://ClinicalTrials.gov/show/NCT04379518
1797,1797,Online Positive Psychology Intervention for Depression and Anxiety Due to COVID-19,Recruiting,Behavioral: Online Intervention Mental Health COVID-19,All,"18 Years to 70 Years   (Adult, Older Adult)",Not Applicable,128.0,"May 20, 2020","January 15, 2021",Mexico,https://ClinicalTrials.gov/show/NCT04468893
1798,1798,Blood Biomarkers as Predictors of COVID-19 Disease Progression in Recently Infected Kidney Transplant Patients,Recruiting,Other: blood sample,All,"18 Years to 85 Years   (Adult, Older Adult)",Not Applicable,115.0,"April 22, 2020","October 22, 2020",France,https://ClinicalTrials.gov/show/NCT04369456
